title,title_detail_type,title_detail_language,title_detail_base,title_detail_value,summary,summary_detail_type,summary_detail_language,summary_detail_base,summary_detail_value,links_0_rel,links_0_type,links_0_href,links_1_type,links_1_length,links_1_href,links_1_rel,link,id,guidislink,published,published_parsed,authors_0_name,author,author_detail_name,Feed,FeedName,Section,Language,Twitter_URL,FB_URL,FetchTime
Hurun India under-35 entrepreneur list with highest social media followers 2024,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Hurun India under-35 entrepreneur list with highest social media followers 2024,"Young Indian entrepreneurs under 35, like Roman Saini, Vidit Aatrey, and Ghazal Alagh, are transforming sectors such as fintech, e-commerce, and beauty with significant social media influence. Their ventures, including Unacademy, Meesho, and Mamaearth, showcase innovation and strategic vision, making them role models for future generations. These under-35 leaders have garnered massive online followings.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"Young Indian entrepreneurs under 35, like Roman Saini, Vidit Aatrey, and Ghazal Alagh, are transforming sectors such as fintech, e-commerce, and beauty with significant social media influence. Their ventures, including Unacademy, Meesho, and Mamaearth, showcase innovation and strategic vision, making them role models for future generations. These under-35 leaders have garnered massive online followings.",alternate,text/html,https://timesofindia.indiatimes.com/technology/social/hurun-india-under-35-entrepreneur-list-with-highest-social-media-followers-2024-including-alakh-pandey-ghazal-alagh-and-more/articleshow/113936511.cms,image/jpeg,39070.0,"https://static.toiimg.com/photo/msid-113937538,imgsize-39070.cms",enclosure,https://timesofindia.indiatimes.com/technology/social/hurun-india-under-35-entrepreneur-list-with-highest-social-media-followers-2024-including-alakh-pandey-ghazal-alagh-and-more/articleshow/113936511.cms,https://timesofindia.indiatimes.com/technology/social/hurun-india-under-35-entrepreneur-list-with-highest-social-media-followers-2024-including-alakh-pandey-ghazal-alagh-and-more/articleshow/113936511.cms,False,"Fri, 04 Oct 2024 15:40:05 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=10, tm_min=10, tm_sec=5, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI TECH DESK,TOI TECH DESK,TOI TECH DESK,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Times of India,Top Stories,,,,2024-10-04 11:17:10
Reports: Bigg Boss contestant Salil Ankola's mother Mala Ankola killed in Pune,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Reports: Bigg Boss contestant Salil Ankola's mother Mala Ankola killed in Pune,"Salil Ankola's mother, Mala Ankola, was found dead with neck injuries at her home in Pune. Police are investigating whether her death was a murder or suicide, as there were no signs of forced entry. Mala Ankola was 77 years old.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"Salil Ankola's mother, Mala Ankola, was found dead with neck injuries at her home in Pune. Police are investigating whether her death was a murder or suicide, as there were no signs of forced entry. Mala Ankola was 77 years old.",alternate,text/html,https://timesofindia.indiatimes.com/tv/news/hindi/reports-former-indian-cricketer-and-bigg-boss-contestant-salil-ankolas-mother-mala-ankola-killed-in-pune/articleshow/113944692.cms,image/jpeg,34330.0,"https://static.toiimg.com/photo/msid-113944659,imgsize-34330.cms",enclosure,https://timesofindia.indiatimes.com/tv/news/hindi/reports-former-indian-cricketer-and-bigg-boss-contestant-salil-ankolas-mother-mala-ankola-killed-in-pune/articleshow/113944692.cms,https://timesofindia.indiatimes.com/tv/news/hindi/reports-former-indian-cricketer-and-bigg-boss-contestant-salil-ankolas-mother-mala-ankola-killed-in-pune/articleshow/113944692.cms,False,"Fri, 04 Oct 2024 19:54:37 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=14, tm_min=24, tm_sec=37, tm_wday=4, tm_yday=278, tm_isdst=0)",etimes.in,etimes.in,etimes.in,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Times of India,Top Stories,,,,2024-10-04 11:17:10
"'India got Rs 1.25L cr investments under PLI, will deliver Made in India chips': PM Modi",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"'India got Rs 1.25L cr investments under PLI, will deliver Made in India chips': PM Modi","Prime Minister Narendra Modi emphasized India's rapid economic growth, highlighting Rs 1.25 lakh crore investments under PLI schemes, ongoing advancements in AI and semiconductor industries, and improvements in the Global Innovation Index. He affirmed confidence in sustaining over 7% growth despite global uncertainties.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"Prime Minister Narendra Modi emphasized India's rapid economic growth, highlighting Rs 1.25 lakh crore investments under PLI schemes, ongoing advancements in AI and semiconductor industries, and improvements in the Global Innovation Index. He affirmed confidence in sustaining over 7% growth despite global uncertainties.",alternate,text/html,https://timesofindia.indiatimes.com/business/india-business/kautilya-economic-conclave-india-got-rs-1-25l-cr-investments-under-pli-will-deliver-made-in-india-chips-worldwide-says-pm-modi/articleshow/113944092.cms,image/jpeg,922444.0,"https://static.toiimg.com/photo/msid-113944490,imgsize-922444.cms",enclosure,https://timesofindia.indiatimes.com/business/india-business/kautilya-economic-conclave-india-got-rs-1-25l-cr-investments-under-pli-will-deliver-made-in-india-chips-worldwide-says-pm-modi/articleshow/113944092.cms,https://timesofindia.indiatimes.com/business/india-business/kautilya-economic-conclave-india-got-rs-1-25l-cr-investments-under-pli-will-deliver-made-in-india-chips-worldwide-says-pm-modi/articleshow/113944092.cms,False,"Fri, 04 Oct 2024 19:45:22 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=14, tm_min=15, tm_sec=22, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI NEWS DESK,TOI NEWS DESK,TOI NEWS DESK,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Times of India,Top Stories,,,,2024-10-04 11:17:10
Passengers evacuated after smoke detected on Air India Express flight,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Passengers evacuated after smoke detected on Air India Express flight,"Passengers on a Muscat-bound Air India Express flight were safely evacuated after smoke was detected just before takeoff. All 142 passengers received food and beverages at the terminal, and an alternative flight was arranged. The departure was delayed due to a scheduled runway closure. An investigation into the cause is underway.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"Passengers on a Muscat-bound Air India Express flight were safely evacuated after smoke was detected just before takeoff. All 142 passengers received food and beverages at the terminal, and an alternative flight was arranged. The departure was delayed due to a scheduled runway closure. An investigation into the cause is underway.",alternate,text/html,https://timesofindia.indiatimes.com/city/thiruvananthapuram/passengers-evacuated-from-air-india-express-flight-due-to-smoke-alarm/articleshow/113944029.cms,image/jpeg,592715.0,"https://static.toiimg.com/photo/msid-113944979,imgsize-592715.cms",enclosure,https://timesofindia.indiatimes.com/city/thiruvananthapuram/passengers-evacuated-from-air-india-express-flight-due-to-smoke-alarm/articleshow/113944029.cms,https://timesofindia.indiatimes.com/city/thiruvananthapuram/passengers-evacuated-from-air-india-express-flight-due-to-smoke-alarm/articleshow/113944029.cms,False,"Fri, 04 Oct 2024 19:21:40 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=13, tm_min=51, tm_sec=40, tm_wday=4, tm_yday=278, tm_isdst=0)",TNN,TNN,TNN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Times of India,Top Stories,,,,2024-10-04 11:17:10
"False promises, real losses : ‘Time machine’ offer makes Rs 35cr vanish",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"False promises, real losses : ‘Time machine’ offer makes Rs 35cr vanish","In Kanpur, a couple named Rajeev and Rashmi Dubey allegedly defrauded over two dozen couples of Rs 35 crore, claimings their 'oxygen therapy' offered by a fake 'Israel-made time machine' could make clients look 25 again. Police are investigating and searching for the duo.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"In Kanpur, a couple named Rajeev and Rashmi Dubey allegedly defrauded over two dozen couples of Rs 35 crore, claimings their 'oxygen therapy' offered by a fake 'Israel-made time machine' could make clients look 25 again. Police are investigating and searching for the duo.",alternate,text/html,https://timesofindia.indiatimes.com/india/conpur-time-machine-offer-makes-rs-35-crore-vanish/articleshow/113921248.cms,image/jpeg,953904.0,"https://static.toiimg.com/photo/msid-113921424,imgsize-953904.cms",enclosure,https://timesofindia.indiatimes.com/india/conpur-time-machine-offer-makes-rs-35-crore-vanish/articleshow/113921248.cms,https://timesofindia.indiatimes.com/india/conpur-time-machine-offer-makes-rs-35-crore-vanish/articleshow/113921248.cms,False,"Fri, 04 Oct 2024 04:50:57 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=23, tm_min=20, tm_sec=57, tm_wday=3, tm_yday=277, tm_isdst=0)",FAIZ SIDDIQUI,FAIZ SIDDIQUI,FAIZ SIDDIQUI,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Times of India,Top Stories,,,,2024-10-04 11:17:10
Sehwag’s son Aaryavir makes impressive debut for Delhi,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Sehwag’s son Aaryavir makes impressive debut for Delhi,"Aaryavir Sehwag, son of legendary Indian cricketer Virender Sehwag, made a notable debut in the Vinoo Mankad Trophy, scoring 49 runs to help Delhi secure a six-wicket win against Manipur. His performance included a crucial 61-run stand with skipper Pranav Pant, who remained unbeaten on 75 off 45 balls, enhancing his cricketing credentials.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"Aaryavir Sehwag, son of legendary Indian cricketer Virender Sehwag, made a notable debut in the Vinoo Mankad Trophy, scoring 49 runs to help Delhi secure a six-wicket win against Manipur. His performance included a crucial 61-run stand with skipper Pranav Pant, who remained unbeaten on 75 off 45 balls, enhancing his cricketing credentials.",alternate,text/html,https://timesofindia.indiatimes.com/sports/cricket/news/virender-sehwags-son-aaryavir-makes-impressive-debut-for-delhi-in-vinoo-mankad-trophy/articleshow/113943670.cms,image/jpeg,117198.0,"https://static.toiimg.com/photo/msid-113943610,imgsize-117198.cms",enclosure,https://timesofindia.indiatimes.com/sports/cricket/news/virender-sehwags-son-aaryavir-makes-impressive-debut-for-delhi-in-vinoo-mankad-trophy/articleshow/113943670.cms,https://timesofindia.indiatimes.com/sports/cricket/news/virender-sehwags-son-aaryavir-makes-impressive-debut-for-delhi-in-vinoo-mankad-trophy/articleshow/113943670.cms,False,"Fri, 04 Oct 2024 19:06:32 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=13, tm_min=36, tm_sec=32, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI SPORTS DESK,TOI SPORTS DESK,TOI SPORTS DESK,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Times of India,Top Stories,,,,2024-10-04 11:17:10
‘Everyone knows IPL rule changed for Dhoni’: Kaif,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,‘Everyone knows IPL rule changed for Dhoni’: Kaif,"Former Indian cricketer Mohammad Kaif supports a new IPL rule change that allows MS Dhoni to play as an uncapped player beyond 2024, despite his last appearance for India in 2019. Kaif highlights Dhoni's influence and fitness, while emphasizing that financial aspects don't concern Dhoni, making this rule change significant for both him and CSK.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"Former Indian cricketer Mohammad Kaif supports a new IPL rule change that allows MS Dhoni to play as an uncapped player beyond 2024, despite his last appearance for India in 2019. Kaif highlights Dhoni's influence and fitness, while emphasizing that financial aspects don't concern Dhoni, making this rule change significant for both him and CSK.",alternate,text/html,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/everyone-knows-ipl-rule-changed-for-ms-dhoni-sahab-mohammad-kaif-makes-bold-statement/articleshow/113941799.cms,image/jpeg,37790.0,"https://static.toiimg.com/photo/msid-113943209,imgsize-37790.cms",enclosure,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/everyone-knows-ipl-rule-changed-for-ms-dhoni-sahab-mohammad-kaif-makes-bold-statement/articleshow/113941799.cms,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/everyone-knows-ipl-rule-changed-for-ms-dhoni-sahab-mohammad-kaif-makes-bold-statement/articleshow/113941799.cms,False,"Fri, 04 Oct 2024 18:46:09 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=13, tm_min=16, tm_sec=9, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI SPORTS DESK,TOI SPORTS DESK,TOI SPORTS DESK,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Times of India,Top Stories,,,,2024-10-04 11:17:10
'Nazarandaaz toh nahi karenge': Kumari Selja on Congress' Haryana CM pick,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,'Nazarandaaz toh nahi karenge': Kumari Selja on Congress' Haryana CM pick,"Amid rumours of a rift in Haryana Congress, Rajya Sabha MP Kumari Selja affirms her candidacy for the chief minister's post if the party wins the upcoming elections, citing her seniority and contributions. She dismisses speculations of joining the BJP.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"Amid rumours of a rift in Haryana Congress, Rajya Sabha MP Kumari Selja affirms her candidacy for the chief minister's post if the party wins the upcoming elections, citing her seniority and contributions. She dismisses speculations of joining the BJP.",alternate,text/html,https://timesofindia.indiatimes.com/india/nazarandaz-toh-nahi-karenge-kumari-selja-on-congress-haryana-cm-pick/articleshow/113940543.cms,image/jpeg,598896.0,"https://static.toiimg.com/photo/msid-113940963,imgsize-598896.cms",enclosure,https://timesofindia.indiatimes.com/india/nazarandaz-toh-nahi-karenge-kumari-selja-on-congress-haryana-cm-pick/articleshow/113940543.cms,https://timesofindia.indiatimes.com/india/nazarandaz-toh-nahi-karenge-kumari-selja-on-congress-haryana-cm-pick/articleshow/113940543.cms,False,"Fri, 04 Oct 2024 17:40:29 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=12, tm_min=10, tm_sec=29, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI NEWS DESK,TOI NEWS DESK,TOI NEWS DESK,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Times of India,Top Stories,,,,2024-10-04 11:17:10
Watch: Easwaran's reaction after getting dismissed for 191,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Watch: Easwaran's reaction after getting dismissed for 191,"Abhimanyu Easwaran's dismissal for 191 in the Irani Cup 2024 against Mumbai was a key moment on the fourth day at Ekana Cricket Stadium, Lucknow. His crucial 165-run partnership with Dhruv Jurel helped Rest of India reach a substantial total of 416. Mumbai now leads by over 250 runs, setting up a tense final day.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"Abhimanyu Easwaran's dismissal for 191 in the Irani Cup 2024 against Mumbai was a key moment on the fourth day at Ekana Cricket Stadium, Lucknow. His crucial 165-run partnership with Dhruv Jurel helped Rest of India reach a substantial total of 416. Mumbai now leads by over 250 runs, setting up a tense final day.",alternate,text/html,https://timesofindia.indiatimes.com/sports/cricket/news/watch-abhimanyu-easwarans-animated-reaction-after-getting-dismissed-for-191-in-irani-cup/articleshow/113941369.cms,image/jpeg,41048.0,"https://static.toiimg.com/photo/msid-113941396,imgsize-41048.cms",enclosure,https://timesofindia.indiatimes.com/sports/cricket/news/watch-abhimanyu-easwarans-animated-reaction-after-getting-dismissed-for-191-in-irani-cup/articleshow/113941369.cms,https://timesofindia.indiatimes.com/sports/cricket/news/watch-abhimanyu-easwarans-animated-reaction-after-getting-dismissed-for-191-in-irani-cup/articleshow/113941369.cms,False,"Fri, 04 Oct 2024 17:45:21 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=12, tm_min=15, tm_sec=21, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI SPORTS DESK,TOI SPORTS DESK,TOI SPORTS DESK,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Times of India,Top Stories,,,,2024-10-04 11:17:10
'No evacuation process yet but if ...': MEA amid Middle-East tensions,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,'No evacuation process yet but if ...': MEA amid Middle-East tensions,"India has not initiated an evacuation process from Israel, Iran, and other Middle Eastern countries amid ongoing tensions, but flights remain available for those wishing to return. The Indian government emphasises restraint and civilian protection, and seeks to prevent a wider regional conflict.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"India has not initiated an evacuation process from Israel, Iran, and other Middle Eastern countries amid ongoing tensions, but flights remain available for those wishing to return. The Indian government emphasises restraint and civilian protection, and seeks to prevent a wider regional conflict.",alternate,text/html,https://timesofindia.indiatimes.com/india/mea-says-india-doesnt-have-evacuation-process-going-on-amid-middle-east-tensions-but-if-families-/articleshow/113939751.cms,image/jpeg,1070570.0,"https://static.toiimg.com/photo/msid-113939821,imgsize-1070570.cms",enclosure,https://timesofindia.indiatimes.com/india/mea-says-india-doesnt-have-evacuation-process-going-on-amid-middle-east-tensions-but-if-families-/articleshow/113939751.cms,https://timesofindia.indiatimes.com/india/mea-says-india-doesnt-have-evacuation-process-going-on-amid-middle-east-tensions-but-if-families-/articleshow/113939751.cms,False,"Fri, 04 Oct 2024 16:50:56 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=11, tm_min=20, tm_sec=56, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI NEWS DESK,TOI NEWS DESK,TOI NEWS DESK,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Times of India,Top Stories,,,,2024-10-04 11:17:10
SC dismisses pleas seeking review of sub-classifications in reservation judgment,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,SC dismisses pleas seeking review of sub-classifications in reservation judgment,"The Supreme Court has dismissed petitions seeking a review of its earlier judgment that confirmed states' constitutional power to create sub-categories within Scheduled Castes for reservation benefits. The seven-judge bench, led by Chief Justice D Y Chandrachud, found no error in the original ruling and denied open court hearings for the review petitions.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"The Supreme Court has dismissed petitions seeking a review of its earlier judgment that confirmed states' constitutional power to create sub-categories within Scheduled Castes for reservation benefits. The seven-judge bench, led by Chief Justice D Y Chandrachud, found no error in the original ruling and denied open court hearings for the review petitions.",alternate,text/html,https://timesofindia.indiatimes.com/india/supreme-court-dismisses-pleas-seeking-review-of-sub-classifications-in-sc-reservation-judgment/articleshow/113939117.cms,image/jpeg,78700.0,"https://static.toiimg.com/photo/msid-113939400,imgsize-78700.cms",enclosure,https://timesofindia.indiatimes.com/india/supreme-court-dismisses-pleas-seeking-review-of-sub-classifications-in-sc-reservation-judgment/articleshow/113939117.cms,https://timesofindia.indiatimes.com/india/supreme-court-dismisses-pleas-seeking-review-of-sub-classifications-in-sc-reservation-judgment/articleshow/113939117.cms,False,"Fri, 04 Oct 2024 16:35:59 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=11, tm_min=5, tm_sec=59, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI NEWS DESK,TOI NEWS DESK,TOI NEWS DESK,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Times of India,Top Stories,,,,2024-10-04 11:17:10
"We know India are very difficult to beat, says Oz cricketer ahead of BGT",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"We know India are very difficult to beat, says Oz cricketer ahead of BGT","Ahead of the Border-Gavaskar Trophy, Australian cricketers Steve Smith and Pat Cummins acknowledge India's challenge, emphasizing the importance of the series starting on November 22.  Smith respects India's dominance while skipper Cummins seeks to amend past defeats. Star spinner Nathan Lyon also praises the Indian squad, and said he has always loved to compete against the star-studded Indian line-up.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"Ahead of the Border-Gavaskar Trophy, Australian cricketers Steve Smith and Pat Cummins acknowledge India's challenge, emphasizing the importance of the series starting on November 22.  Smith respects India's dominance while skipper Cummins seeks to amend past defeats. Star spinner Nathan Lyon also praises the Indian squad, and said he has always loved to compete against the star-studded Indian line-up.",alternate,text/html,https://timesofindia.indiatimes.com/sports/cricket/news/we-know-india-are-very-difficult-to-beat-says-star-australian-cricketer-ahead-of-border-gavaskar-trophy/articleshow/113940374.cms,image/jpeg,42328.0,"https://static.toiimg.com/photo/msid-113940337,imgsize-42328.cms",enclosure,https://timesofindia.indiatimes.com/sports/cricket/news/we-know-india-are-very-difficult-to-beat-says-star-australian-cricketer-ahead-of-border-gavaskar-trophy/articleshow/113940374.cms,https://timesofindia.indiatimes.com/sports/cricket/news/we-know-india-are-very-difficult-to-beat-says-star-australian-cricketer-ahead-of-border-gavaskar-trophy/articleshow/113940374.cms,False,"Fri, 04 Oct 2024 17:06:13 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=11, tm_min=36, tm_sec=13, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI SPORTS DESK,TOI SPORTS DESK,TOI SPORTS DESK,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Times of India,Top Stories,,,,2024-10-04 11:17:10
Why Harris and her father Donald don’t talk despite living 2 miles apart,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Why Harris and her father Donald don’t talk despite living 2 miles apart,"Kamala Harris’s estrangement from her father, Donald J. Harris, stems from complex family dynamics dating back to her parents’ separation when she was a child. Despite their proximity in Washington, they have been distant for years, with personality similarities, ambition, and past conflicts contributing to the rift. Kamala’s close relationship with her mother and Donald’s absence at key life events deepened the divide. While he remains proud of her achievements, the potential for reconciliation exists, though neither has actively pursued it.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"Kamala Harris’s estrangement from her father, Donald J. Harris, stems from complex family dynamics dating back to her parents’ separation when she was a child. Despite their proximity in Washington, they have been distant for years, with personality similarities, ambition, and past conflicts contributing to the rift. Kamala’s close relationship with her mother and Donald’s absence at key life events deepened the divide. While he remains proud of her achievements, the potential for reconciliation exists, though neither has actively pursued it.",alternate,text/html,https://timesofindia.indiatimes.com/world/us/why-kamala-harris-and-her-father-donald-dont-talk-despite-living-2-miles-apart/articleshow/113940908.cms,image/jpeg,1251523.0,"https://static.toiimg.com/photo/msid-113941130,imgsize-1251523.cms",enclosure,https://timesofindia.indiatimes.com/world/us/why-kamala-harris-and-her-father-donald-dont-talk-despite-living-2-miles-apart/articleshow/113940908.cms,https://timesofindia.indiatimes.com/world/us/why-kamala-harris-and-her-father-donald-dont-talk-despite-living-2-miles-apart/articleshow/113940908.cms,False,"Fri, 04 Oct 2024 17:41:54 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=12, tm_min=11, tm_sec=54, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI WORLD DESK,TOI WORLD DESK,TOI WORLD DESK,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Times of India,Top Stories,,,,2024-10-04 11:17:10
'To overcome Dhoni's tactics...': Bhajji on how MI outperformed CSK,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,'To overcome Dhoni's tactics...': Bhajji on how MI outperformed CSK,"MS Dhoni and Rohit Sharma are the most successful IPL captains with five titles each, but Rohit's Mumbai Indians have historically bested Dhoni's Chennai Super Kings in finals. Former cricketer Harbhajan Singh explains how MI consistently outperform CSK in crucial games and praises both captains for inspiring their teams to victory.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,"MS Dhoni and Rohit Sharma are the most successful IPL captains with five titles each, but Rohit's Mumbai Indians have historically bested Dhoni's Chennai Super Kings in finals. Former cricketer Harbhajan Singh explains how MI consistently outperform CSK in crucial games and praises both captains for inspiring their teams to victory.",alternate,text/html,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/to-overcome-dhonis-tactics-harbhajan-singh-on-how-mi-outperformed-csk-in-pressure-situations/articleshow/113940239.cms,image/jpeg,180986.0,"https://static.toiimg.com/photo/msid-113940197,imgsize-180986.cms",enclosure,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/to-overcome-dhonis-tactics-harbhajan-singh-on-how-mi-outperformed-csk-in-pressure-situations/articleshow/113940239.cms,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/to-overcome-dhonis-tactics-harbhajan-singh-on-how-mi-outperformed-csk-in-pressure-situations/articleshow/113940239.cms,False,"Fri, 04 Oct 2024 17:02:10 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=11, tm_min=32, tm_sec=10, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI SPORTS DESK,TOI SPORTS DESK,TOI SPORTS DESK,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,Times of India,Top Stories,,,,2024-10-04 11:17:10
